SK_ID_CURR,EXT_SOURCE_3,AMT_GOODS_PRICE,EXT_SOURCE_2,AMT_ANNUITY,EXT_SOURCE_1,DEF_60_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,AMT_CREDIT,FLAG_DOCUMENT_13,DAYS_EMPLOYED
286502,3,4,6,5,3,1,1,4,0,2
286509,7,2,9,3,2,1,1,2,0,4
286511,1,4,4,4,2,1,1,5,0,5
286516,4,8,1,8,3,1,2,8,0,7
286547,5,2,1,2,3,1,1,2,0,7
286549,2,8,6,5,3,1,1,7,0,1
286553,3,4,8,3,3,1,1,4,0,5
286558,3,3,6,4,3,1,2,3,0,10
286566,10,5,7,6,3,1,1,5,0,8
286572,7,4,3,5,5,1,1,4,0,7
286582,8,9,7,9,3,1,1,10,0,1
286587,8,1,3,1,3,1,1,1,0,2
286590,5,9,5,7,3,1,1,9,0,1
286594,1,7,6,5,1,1,1,6,0,5
286598,2,1,5,2,6,1,1,1,0,1
286602,9,9,9,10,2,1,1,9,0,4
286608,1,2,2,1,5,1,1,1,0,2
286610,4,6,6,7,3,1,1,8,0,1
286627,9,6,9,8,1,1,1,6,0,7
286661,10,8,7,7,5,1,1,9,0,2
286664,10,5,1,5,1,1,1,6,0,1
286668,5,10,5,10,6,1,1,10,0,2
286683,3,5,10,4,6,1,1,5,0,3
286684,9,8,6,8,6,1,1,9,0,9
286689,10,2,10,5,4,1,1,2,0,5
286696,1,9,5,10,6,1,1,10,0,9
286697,5,2,4,6,3,1,1,3,0,5
286703,8,6,2,7,3,1,1,8,0,5
286705,2,3,3,3,5,1,1,4,0,10
286707,2,1,3,1,5,1,1,1,0,8
286708,1,8,4,9,5,1,1,8,0,5
286711,3,4,6,3,6,1,1,4,0,2
286714,7,7,6,6,3,1,1,7,0,2
286734,9,6,9,8,5,1,1,7,0,5
286747,10,2,6,4,2,1,1,3,0,3
286760,3,5,3,4,2,1,1,5,0,7
286763,8,7,4,3,3,1,1,6,0,1
286772,10,6,4,5,3,1,1,5,0,5
286773,7,6,8,5,3,1,1,5,0,1
286791,9,8,7,7,1,1,1,8,0,1
286813,3,7,7,5,2,1,1,7,0,7
286814,9,3,4,4,2,1,1,4,0,5
286817,9,8,8,4,6,1,1,8,0,10
286836,10,10,5,9,4,1,1,10,0,2
286838,5,5,8,6,3,1,1,5,0,2
286844,8,2,8,3,3,1,1,3,0,5
286854,5,2,5,1,3,1,1,2,0,3
286856,8,9,2,8,3,1,1,10,0,3
286859,8,7,1,9,3,1,1,6,0,1
286864,4,4,9,3,3,1,1,4,0,1
286865,3,2,2,1,5,1,2,2,0,9
286868,7,2,1,2,3,1,1,2,0,4
286881,5,2,5,4,4,1,1,3,0,9
286882,4,6,7,8,3,1,1,6,0,7
286888,4,8,7,8,3,1,1,8,0,5
286890,1,1,1,1,1,1,1,2,0,8
286892,8,5,3,6,3,1,1,6,0,7
286895,7,2,8,2,3,1,1,2,0,5
286906,7,1,3,1,3,1,1,2,0,10
286924,7,10,5,8,6,1,2,10,0,3
286930,5,2,7,3,3,1,1,3,0,5
286931,4,2,5,2,3,1,1,2,0,9
286942,9,10,3,7,3,1,1,9,0,2
286955,9,8,4,8,3,1,1,8,0,7
286960,4,5,5,5,3,1,1,6,0,5
286962,5,2,6,6,3,1,1,3,0,4
286966,7,6,9,8,5,1,1,7,0,10
286967,7,10,9,10,3,1,1,10,0,2
286971,4,3,7,2,3,1,1,4,0,1
286983,5,2,10,4,3,1,1,3,0,2
286985,7,2,10,4,4,1,1,2,0,5
286986,5,2,2,1,3,1,1,1,0,9
286987,4,4,1,6,3,1,1,3,0,7
286992,3,9,6,10,3,1,1,10,0,4
287003,5,1,2,2,2,1,1,1,0,1
287004,8,10,10,10,6,1,1,10,0,1
287006,7,7,2,3,5,1,1,6,0,3
287029,9,8,6,6,3,1,1,8,0,1
287036,9,2,4,2,3,1,1,2,0,10
287038,5,2,6,7,2,1,1,3,0,9
287049,9,2,2,1,5,1,1,2,0,7
287050,9,10,10,9,6,1,1,10,0,3
287057,8,10,2,10,6,1,1,10,0,1
287065,5,4,8,4,6,1,1,4,0,1
287066,1,10,2,10,1,1,1,10,0,2
287089,3,2,4,3,5,1,1,3,0,3
287093,1,2,3,2,3,1,1,2,0,9
287096,3,2,6,6,1,1,1,2,0,8
287103,5,2,4,6,3,1,1,3,0,2
287104,8,7,6,6,3,1,1,6,0,5
287109,10,6,2,3,6,1,1,5,0,5
287133,1,1,1,1,1,1,1,1,0,9
287137,9,2,5,5,3,1,1,2,0,5
287141,4,4,1,2,3,1,1,4,0,9
287146,8,1,9,2,4,1,1,1,0,3
287148,5,6,10,9,5,1,1,6,0,3
287177,5,2,9,2,3,1,1,2,0,7
287184,9,6,7,6,3,1,1,5,0,5
287197,3,9,4,10,3,1,1,10,0,3
287204,5,5,4,6,3,1,1,5,0,4
287206,4,6,5,6,1,1,1,5,0,4
287208,1,4,4,3,5,1,1,4,0,7
287225,7,10,9,10,6,1,1,10,0,1
287228,10,4,7,2,6,1,1,4,0,5
287252,1,1,6,1,3,1,1,1,0,3
287260,4,8,10,4,3,1,1,8,0,10
287264,2,10,3,9,3,1,1,10,0,2
287270,5,5,7,5,3,1,1,6,0,10
287271,2,9,10,10,3,1,1,9,0,4
287272,8,6,7,3,4,1,1,5,0,2
287274,4,8,7,4,5,1,1,8,0,5
287280,10,4,10,5,5,1,1,3,0,9
287281,4,8,4,9,3,1,1,8,0,2
287290,1,9,5,9,6,1,1,10,0,1
287298,8,10,7,10,5,1,1,10,0,4
287299,2,6,1,8,1,1,1,5,0,2
287301,10,10,10,10,3,1,1,10,0,3
287314,2,5,4,3,2,1,1,4,0,8
287321,1,4,2,2,6,1,1,3,0,5
287322,8,5,8,3,4,1,1,5,0,1
287329,7,5,1,8,4,1,1,5,0,8
287331,2,7,10,7,2,1,1,7,0,4
287337,5,9,9,8,3,1,1,10,0,9
287349,4,2,9,4,3,1,1,2,0,3
287358,8,4,4,2,4,1,1,4,0,6
287370,1,4,4,4,1,1,1,4,0,7
287371,4,2,9,4,3,1,1,2,0,3
287376,8,1,9,2,3,1,1,1,0,1
287378,9,9,4,9,3,1,1,10,0,1
287386,7,5,1,7,4,1,1,5,0,10
287394,7,8,5,5,3,1,1,9,0,4
287397,8,4,3,5,5,1,1,4,0,2
287419,3,10,7,9,3,1,1,10,0,4
287428,5,1,6,1,3,1,1,1,0,7
287438,3,1,6,2,5,1,1,1,0,5
287439,5,8,5,7,3,1,1,8,0,1
287449,5,4,4,8,3,1,1,4,0,3
287450,9,5,9,9,6,1,1,5,0,4
287460,1,9,7,10,4,1,1,9,0,5
287472,5,7,1,6,4,1,1,7,0,8
287474,3,5,3,6,2,1,1,7,0,2
287483,9,4,6,3,4,1,1,4,0,9
287495,5,2,8,4,3,1,1,2,0,8
287510,2,10,10,8,2,1,1,10,0,1
287512,7,1,2,1,3,1,1,1,0,2
287530,2,1,3,1,3,1,1,1,0,1
287531,10,8,10,6,5,1,1,9,0,4
287543,5,5,8,5,3,1,1,6,0,7
287549,1,2,4,2,5,1,1,2,0,4
287564,1,4,5,2,3,1,1,5,0,5
287574,7,6,9,4,3,1,1,5,0,9
287580,9,2,8,6,3,1,1,2,0,7
287587,2,9,7,9,5,1,1,9,0,10
287594,5,2,7,5,4,1,1,3,0,3
287605,7,4,1,6,3,1,1,4,0,5
287617,5,8,1,7,2,1,1,8,0,2
287621,4,7,7,5,5,1,1,7,0,5
287626,8,8,7,7,3,1,1,8,0,9
287629,5,9,8,9,3,1,1,9,0,3
287632,2,8,3,6,3,1,1,9,0,2
287636,5,2,8,5,2,1,1,4,0,9
287644,2,9,7,10,3,1,1,10,0,5
287648,1,8,7,10,2,1,1,8,0,8
287666,5,5,4,7,3,1,1,5,0,10
287672,5,9,5,10,2,1,1,10,0,8
287701,3,5,8,6,1,1,1,5,0,3
287708,4,1,6,1,3,1,1,1,0,5
287718,10,8,1,3,3,1,1,7,0,4
287724,5,10,4,9,1,1,1,10,0,8
287726,8,2,6,1,4,1,1,2,0,3
287729,10,9,1,8,5,1,1,10,0,5
287732,3,8,2,7,3,1,1,8,0,3
287733,9,2,7,3,6,1,1,3,0,1
287734,5,5,1,5,2,1,1,6,0,10
287750,7,4,1,5,3,1,1,4,0,8
287755,1,4,3,8,3,1,1,4,0,8
287762,1,8,2,10,4,1,1,8,0,3
287764,7,8,4,4,6,1,1,7,0,7
287766,3,9,9,7,6,1,1,9,0,4
287775,5,2,10,3,4,1,1,4,0,8
287781,2,5,10,3,5,1,1,5,0,5
287785,8,5,5,8,3,1,1,5,0,10
287789,4,4,10,3,3,1,1,5,0,5
287792,5,2,1,5,5,1,1,4,0,8
287796,8,1,10,2,4,1,1,1,0,1
287804,2,6,4,7,1,1,1,5,0,9
287822,5,9,9,10,4,1,1,10,0,5
287835,9,8,9,10,4,1,1,8,0,5
287840,9,7,7,6,3,1,2,8,0,7
287850,4,8,3,6,3,1,1,9,0,5
287851,3,8,1,6,4,1,1,8,0,9
287852,8,2,1,4,5,1,1,3,0,8
287858,4,6,2,5,3,1,1,6,0,5
287859,9,1,7,2,2,1,1,1,0,8
287860,7,6,2,6,2,1,1,7,0,9
287861,5,5,5,9,3,1,1,5,0,8
287866,9,9,7,7,4,1,1,10,0,5
287868,5,2,8,3,3,1,1,3,0,8
287873,5,1,3,2,3,1,1,2,0,5
287876,7,4,1,5,3,1,1,4,0,2
287877,4,5,7,3,3,1,1,6,0,1
287878,7,9,7,8,6,1,1,10,0,5
287879,2,1,1,1,1,1,1,2,0,2
287883,3,1,4,2,3,1,1,1,0,3
287888,9,8,10,5,5,1,1,7,0,3
287894,2,2,1,4,1,1,1,3,0,9
287895,3,5,10,2,3,1,1,5,0,5
287912,8,8,1,10,3,1,1,9,0,9
287915,5,6,5,8,1,1,1,6,0,8
287920,10,7,10,8,3,1,1,7,0,5
287922,10,8,1,8,2,1,1,8,0,5
287926,5,8,6,8,3,1,1,8,0,7
287929,4,6,8,8,5,1,1,7,0,3
287931,5,4,4,5,3,1,1,4,0,3
287936,5,9,10,10,3,1,1,10,0,8
287942,1,10,8,9,3,1,1,10,0,3
287946,7,1,1,1,3,1,1,1,0,5
287948,3,7,4,8,3,1,1,6,0,10
287963,2,8,2,6,4,1,1,9,0,8
288003,5,8,10,6,6,1,1,9,0,7
288005,10,9,7,6,1,1,1,9,0,3
288012,3,1,2,1,3,1,1,2,0,4
288013,1,7,8,8,2,1,1,7,0,10
288026,10,1,7,1,3,1,1,1,0,5
288027,10,4,6,7,2,1,1,5,0,9
288031,9,1,1,1,3,1,1,1,0,5
288039,9,4,6,3,6,1,1,4,0,5
288041,4,4,1,4,2,1,1,3,0,4
288045,5,10,2,8,3,1,1,10,0,5
288065,5,1,2,1,1,1,1,1,0,10
288068,9,2,9,4,1,1,1,3,0,8
288079,4,2,6,1,2,1,1,1,0,5
288084,1,3,1,3,3,1,1,3,0,7
288111,1,6,2,5,2,1,1,5,0,4
288129,4,5,4,5,3,1,1,5,0,9
288138,2,5,1,7,1,1,1,5,0,3
288154,1,2,7,4,3,1,1,3,0,1
288167,9,10,10,10,3,1,1,10,0,2
288178,9,10,4,10,1,1,1,10,0,4
288184,8,2,4,3,2,1,1,2,0,5
288193,10,10,10,10,6,1,1,10,0,7
288203,9,4,3,6,3,1,1,4,0,9
288207,1,5,3,4,3,1,1,5,0,3
288223,9,2,2,3,3,1,1,4,0,10
288226,5,8,3,10,3,1,1,8,0,10
288237,9,9,6,8,3,1,1,9,0,1
288257,1,4,4,4,1,1,1,5,0,10
288259,8,9,9,10,3,1,1,10,0,9
288269,7,9,4,9,4,1,1,9,0,8
288273,7,3,7,6,3,1,1,3,0,5
288276,4,1,6,2,1,1,1,1,0,3
288280,9,8,10,8,3,1,1,9,0,9
288283,2,1,4,1,3,1,1,1,0,2
288291,8,4,2,6,3,1,1,4,0,9
288299,5,2,9,3,3,1,1,2,0,3
288305,5,9,1,8,4,1,1,9,0,1
288316,3,2,8,3,6,1,1,3,0,5
288322,8,2,9,3,2,1,1,4,0,2
288333,9,8,8,4,6,1,1,8,0,10
288337,6,1,1,1,1,1,1,1,0,4
288341,10,3,4,4,3,1,1,4,0,5
288345,4,8,6,4,6,1,1,8,0,5
288348,3,7,5,4,6,1,1,6,0,3
288350,7,2,5,3,2,1,1,3,0,10
288353,2,7,5,9,2,1,1,7,0,7
288372,7,8,2,6,3,1,1,9,0,5
288375,1,6,2,5,4,1,1,5,0,10
288395,9,2,9,5,2,1,1,2,0,5
288408,3,10,7,9,1,1,1,10,0,7
288425,1,4,10,3,6,1,1,4,0,7
288430,8,6,1,9,3,1,1,7,0,4
288433,7,6,4,4,6,1,1,7,0,5
288459,4,2,3,2,3,1,1,2,0,8
288462,8,4,1,2,3,1,1,3,0,5
288463,5,6,2,5,2,1,1,5,0,8
288470,6,6,5,10,2,1,1,6,0,4
288472,5,4,5,8,3,1,1,4,0,9
288475,4,7,10,7,3,1,1,7,0,8
288495,7,10,1,9,1,1,1,10,0,9
288517,5,7,3,7,3,1,1,7,0,7
288530,2,5,4,8,3,1,1,6,0,8
288535,5,1,3,1,2,1,1,1,0,7
288539,7,2,6,1,3,1,1,2,0,5
288540,9,8,3,7,5,1,1,9,0,8
288547,1,4,7,4,1,1,1,3,0,8
288553,3,1,4,1,3,1,1,1,0,8
288555,1,4,2,5,3,1,1,5,0,10
288556,5,2,7,2,1,1,1,2,0,9
288562,10,8,6,7,3,1,1,9,0,5
288564,7,8,10,6,3,1,1,9,0,9
288567,1,1,6,2,3,1,1,1,0,4
288576,8,10,7,10,6,1,1,10,0,3
288579,7,8,5,9,6,1,1,9,0,5
288580,1,4,5,4,1,1,1,5,0,3
288589,8,9,2,7,5,1,1,8,0,4
288596,9,2,3,4,3,1,1,3,0,10
288597,4,2,3,4,3,1,1,3,0,8
288599,10,7,5,7,6,1,1,8,0,5
288601,7,10,6,10,3,1,1,9,0,3
288617,9,2,5,2,3,1,1,4,0,3
288621,7,2,1,5,3,1,1,4,0,8
288635,10,10,8,9,3,1,1,10,0,1
288656,10,7,8,9,2,1,1,6,0,1
288666,7,10,4,10,6,1,1,10,0,7
288670,8,8,2,9,3,1,1,8,0,9
288671,5,4,8,1,4,1,1,3,0,3
288673,7,9,6,10,3,1,1,10,0,10
288678,1,5,7,5,3,1,1,5,0,4
288693,3,5,1,5,3,1,1,6,0,10
288699,9,2,7,5,3,1,1,2,0,8
288706,3,2,2,2,3,1,1,3,0,5
288728,1,9,10,9,3,1,1,9,0,9
288739,3,8,8,8,3,1,2,9,0,2
288741,4,7,9,7,3,1,1,7,0,9
288755,3,2,7,2,3,1,1,2,0,5
288763,5,3,10,6,4,1,1,3,0,7
288766,3,2,9,5,3,1,1,2,0,7
288775,2,2,1,2,6,1,1,2,0,1
288780,7,8,10,10,5,1,1,9,0,2
288793,1,1,5,1,1,1,1,1,0,9
288811,9,5,7,7,3,1,1,5,0,3
288821,3,7,2,4,6,1,1,7,0,5
288829,3,6,8,9,3,1,1,7,0,10
288835,9,6,10,9,6,1,1,5,0,7
288836,8,10,1,8,6,1,1,10,0,9
288838,1,5,1,3,3,1,1,4,0,2
288851,8,9,6,8,3,1,1,9,0,1
288853,7,8,8,7,3,1,1,7,0,7
288854,9,1,6,2,3,1,1,1,0,10
288855,4,10,9,10,6,1,1,10,0,8
288876,7,7,5,7,4,1,1,7,0,7
288879,2,2,4,3,4,1,1,4,0,5
288884,1,2,4,1,3,1,1,2,0,2
288886,4,5,7,4,4,1,1,5,0,8
288891,9,9,6,8,2,1,1,10,0,2
288898,7,8,6,6,1,1,1,9,0,1
288911,2,9,3,10,1,1,1,10,0,8
288913,7,2,9,1,5,1,1,3,0,3
288927,3,8,10,8,3,1,1,8,0,5
288928,9,4,6,3,3,1,1,5,0,2
288931,4,7,5,7,3,1,1,7,0,5
288955,9,3,4,3,3,1,1,4,0,3
288961,2,2,10,2,5,1,1,4,0,1
288969,2,8,2,9,3,1,1,9,0,7
288971,5,2,4,1,3,1,1,1,0,1
288973,2,7,4,8,3,1,1,7,0,9
288982,4,9,6,8,4,1,1,9,0,5
288983,7,10,3,8,3,1,1,10,0,5
288986,9,4,6,4,3,1,1,4,0,8
288992,7,2,1,2,5,1,1,2,0,8
288993,10,3,6,4,4,1,1,3,0,10
288996,4,5,4,3,1,1,1,5,0,3
289007,4,6,2,9,3,1,1,6,0,10
289008,8,2,3,3,3,1,1,3,0,4
289014,2,6,8,3,3,1,1,5,0,10
289015,3,9,5,8,5,1,1,10,0,2
289016,2,9,6,9,3,1,1,10,0,1
289017,7,1,6,1,3,1,1,2,0,4
289028,10,8,10,9,3,1,1,9,0,3
289030,3,7,4,6,1,1,1,6,0,8
289040,4,9,1,8,6,1,1,9,0,1
289048,8,1,4,1,3,1,1,1,0,4
289051,1,5,4,5,4,1,1,4,0,10
289055,7,10,9,10,6,1,1,10,0,2
289057,4,8,9,7,5,1,1,9,0,2
289062,4,4,6,4,3,1,1,4,0,4
289063,4,7,4,8,3,1,1,6,0,7
289069,5,9,2,9,3,1,1,9,0,3
289073,8,10,10,8,2,1,1,9,0,2
289074,3,2,10,1,5,1,1,2,0,5
289085,7,6,2,3,5,1,1,5,0,1
289092,10,9,7,9,3,1,1,9,0,5
289097,3,6,9,4,3,1,1,5,0,3
289111,5,6,2,7,2,1,1,5,0,7
289112,2,3,3,6,1,1,1,3,0,8
289116,7,2,5,4,3,1,1,2,0,5
289123,8,2,6,3,3,1,1,3,0,5
289145,1,4,1,5,3,1,1,4,0,4
289146,2,6,4,6,3,1,1,7,0,7
289158,3,1,4,1,1,1,1,1,0,7
289165,8,7,1,5,6,1,1,7,0,5
289166,5,7,2,6,5,1,1,8,0,5
289167,4,5,3,8,3,1,1,5,0,7
289170,7,9,1,9,3,1,1,10,0,8
289193,8,2,1,1,3,1,1,2,0,3
289198,9,4,10,7,6,1,1,4,0,10
289209,2,2,3,6,2,1,1,2,0,8
289211,2,9,8,9,6,1,1,9,0,3
289215,8,7,3,5,1,1,1,6,0,2
289220,7,7,2,10,2,1,1,7,0,8
289232,4,8,2,3,2,1,1,7,0,3
289244,3,2,7,4,1,1,1,3,0,10
289258,3,9,5,10,3,1,1,10,0,1
289271,10,8,3,9,1,1,1,9,0,2
289274,4,1,5,2,1,1,1,1,0,10
289312,5,5,8,8,4,1,1,5,0,10
289321,5,8,3,5,3,1,1,8,0,2
289325,5,8,5,7,6,1,1,9,0,8
289333,8,8,3,7,1,1,1,9,0,1
289340,3,2,7,1,3,1,1,2,0,3
289368,7,2,7,3,3,1,1,3,0,5
289375,5,6,7,6,3,1,1,7,0,7
289380,5,4,8,3,1,1,1,4,0,9
289381,9,3,5,6,3,1,1,3,0,4
289384,1,1,3,1,3,1,1,1,0,5
289403,5,9,9,9,3,1,1,9,0,1
289408,2,6,8,7,3,1,1,5,0,7
289416,3,10,7,10,6,1,1,10,0,9
289463,4,8,4,5,2,1,2,9,0,2
289488,5,5,5,5,6,1,1,6,0,5
289495,3,6,1,6,3,1,1,7,0,9
289498,10,7,4,5,3,1,1,6,0,5
289499,4,9,10,9,5,1,1,9,0,7
289515,8,8,8,9,3,1,1,8,0,1
289531,8,10,10,10,5,1,1,10,0,1
289541,4,1,6,1,1,1,1,1,0,10
289554,8,8,9,3,5,1,1,7,0,8
289565,9,4,5,5,3,1,1,4,0,10
289590,9,2,9,3,3,1,1,2,0,9
289596,3,6,7,5,3,1,1,7,0,4
289601,1,5,6,5,3,1,1,5,0,1
289602,9,10,4,7,5,1,1,10,0,2
289603,7,8,6,7,3,1,1,9,0,4
289608,5,4,6,2,2,1,1,3,0,10
289622,4,7,6,6,3,1,1,6,0,10
289623,9,6,8,4,3,1,1,5,0,1
289625,8,1,5,1,5,1,1,1,0,9
289634,3,9,9,5,5,1,1,10,0,8
289648,2,5,8,5,3,1,1,6,0,10
289650,4,4,9,6,2,1,1,3,0,4
289662,5,6,8,8,3,1,1,5,0,9
289667,1,5,7,7,1,1,1,5,0,5
289674,9,2,10,1,3,1,1,1,0,5
289682,9,2,10,2,3,1,1,2,0,5
289702,8,6,4,8,3,1,1,6,0,1
289706,3,1,2,2,6,1,1,1,0,8
289709,3,1,3,1,1,1,1,1,0,7
289716,2,6,1,8,3,1,1,5,0,3
289725,8,2,9,6,6,1,1,3,0,7
289732,4,8,6,8,3,1,1,8,0,3
289743,1,9,10,7,3,1,1,9,0,2
289762,8,1,7,2,2,1,1,1,0,3
289766,10,5,3,7,2,1,1,4,0,3
289770,9,6,3,8,3,1,1,7,0,7
289775,5,6,1,4,1,1,1,5,0,9
289777,9,3,8,4,3,1,1,4,0,1
289783,2,2,3,1,2,1,1,2,0,3
289797,4,9,9,9,6,1,1,9,0,4
289798,9,2,9,5,3,1,1,3,0,2
289802,7,2,3,4,3,1,1,3,0,1
289812,1,8,7,5,4,1,1,8,0,5
289814,7,9,8,10,6,1,1,9,0,4
289819,3,2,5,4,6,1,1,3,0,5
289828,2,2,1,3,3,1,1,1,0,10
289831,3,5,1,3,3,1,1,5,0,3
289835,10,7,6,7,4,1,1,7,0,4
289844,8,10,3,10,1,1,1,10,0,5
289850,7,8,10,9,3,1,1,8,0,5
289851,1,2,8,6,5,1,1,3,0,8
289865,10,2,3,4,3,1,1,3,0,5
289869,3,3,8,3,2,1,1,3,0,10
289891,4,4,4,5,2,1,1,4,0,9
289907,9,1,3,2,3,1,2,1,0,3
289919,5,10,10,10,5,1,1,10,0,7
289923,1,2,9,1,3,1,1,3,0,2
289924,9,5,1,3,2,1,1,5,0,2
289927,9,4,5,4,3,1,1,4,0,10
289929,3,5,1,5,3,1,1,5,0,3
289951,5,8,7,5,5,1,1,8,0,1
289959,10,2,8,2,3,1,1,2,0,3
289964,6,9,3,7,3,1,1,9,0,10
289965,10,5,1,3,3,1,1,5,0,5
289966,9,7,5,5,3,1,1,7,0,5
289971,1,8,10,10,5,1,1,9,0,9
289988,9,9,1,9,1,1,1,9,0,3
289989,4,9,8,7,3,1,1,8,0,2
289995,5,2,2,5,1,1,1,3,0,8
290005,9,4,3,6,2,1,1,4,0,3
290013,2,7,1,6,6,1,1,7,0,2
290031,1,4,6,4,3,1,1,4,0,10
290036,4,9,4,10,4,1,1,10,0,1
290038,7,2,1,6,1,1,1,2,0,9
290041,4,5,4,8,1,1,1,5,0,9
290056,7,7,1,6,3,1,1,7,0,10
290058,5,5,9,8,3,1,1,5,0,8
290065,5,8,2,7,3,1,1,9,0,5
290069,8,1,5,1,2,1,1,2,0,10
290070,4,4,6,3,5,1,1,5,0,9
290074,2,2,1,4,1,1,1,3,0,10
290076,5,2,4,1,1,1,1,2,0,5
290082,4,9,4,8,4,1,1,10,0,2
290105,5,4,10,7,5,1,1,4,0,3
290111,2,1,10,2,5,1,1,1,0,5
290114,7,9,4,9,2,1,1,9,0,2
290116,2,8,4,9,3,1,1,8,0,7
290117,7,2,2,2,4,1,1,4,0,2
290128,1,7,5,3,3,1,1,7,0,7
290130,5,6,7,4,3,1,1,5,0,3
290139,4,6,2,2,5,1,1,5,0,4
290151,9,5,5,5,3,1,2,5,0,5
290154,8,6,10,9,3,1,1,5,0,5
290158,3,4,4,3,3,1,1,5,0,7
290180,10,2,8,3,1,1,1,2,0,10
290183,7,2,4,4,6,1,1,2,0,8
290190,3,7,5,5,4,1,1,6,0,10
290191,6,7,1,8,3,1,1,6,0,3
290199,4,2,7,2,1,1,1,3,0,9
290200,7,8,4,10,3,1,1,8,0,10
290202,5,6,10,8,2,1,1,7,0,7
290205,1,4,7,5,2,1,1,4,0,9
290206,9,8,10,8,4,1,1,8,0,1
290219,4,2,1,5,3,1,1,3,0,5
290227,10,2,3,3,3,1,1,3,0,5
290232,1,8,9,8,5,1,1,8,0,9
290233,1,2,8,2,3,1,1,2,0,5
290242,5,2,7,2,2,1,1,3,0,10
290246,5,8,4,7,6,1,1,8,0,1
290247,2,8,9,10,3,1,1,9,0,1
290257,5,7,4,5,4,1,1,6,0,9
290259,1,1,4,1,5,1,1,1,0,8
290260,9,5,4,6,3,1,1,5,0,4
290270,5,10,10,10,6,1,1,10,0,5
290273,9,8,2,7,2,1,1,9,0,7
290276,5,6,1,8,2,1,1,6,0,9
290281,1,4,2,4,3,1,1,4,0,5
290296,5,1,6,1,3,1,1,1,0,9
290303,10,6,4,5,1,1,1,5,0,2
290306,10,6,9,8,5,1,1,7,0,5
290331,5,9,10,10,3,1,1,9,0,2
290340,10,7,8,8,3,1,1,7,0,9
290349,2,9,6,8,3,1,1,9,0,9
290355,2,8,10,8,3,1,1,9,0,10
290365,4,5,3,5,3,1,1,6,0,4
290379,2,4,2,4,3,1,1,5,0,4
290389,9,7,7,5,3,1,1,7,0,2
290408,10,2,5,5,4,1,1,2,0,7
290409,1,2,2,4,2,1,1,3,0,4
290433,5,8,2,9,3,1,1,8,0,4
290437,9,5,1,8,3,1,1,5,0,4
290440,3,5,4,3,5,1,1,5,0,2
290448,9,4,1,3,2,1,1,3,0,1
290466,9,4,10,6,3,1,2,4,0,1
290467,4,4,4,3,3,1,1,5,0,1
290479,9,4,5,3,3,1,1,4,0,5
290490,3,2,7,2,3,1,1,3,0,8
290492,6,10,8,9,3,1,1,10,0,8
290503,5,10,2,9,3,1,1,10,0,8
290508,4,4,7,7,3,1,1,4,0,1
290524,3,10,1,8,3,1,1,10,0,5
290526,5,2,4,1,3,1,1,3,0,2
290527,3,10,7,10,3,1,1,10,0,10
290541,5,2,4,4,1,1,1,2,0,8
290557,9,3,1,6,2,1,1,3,0,8
290564,3,8,5,6,3,1,1,9,0,4
290572,6,3,8,6,4,1,1,3,0,8
290576,4,2,2,3,3,1,1,3,0,5
290588,9,9,7,9,6,1,1,10,0,3
290589,7,2,4,2,6,1,1,4,0,2
290595,6,10,5,9,4,1,1,10,0,2
290598,9,1,1,1,3,1,1,1,0,2
290605,7,8,2,8,3,1,1,8,0,7
290609,4,7,8,9,6,1,1,6,0,2
290610,7,5,8,8,3,1,1,5,0,7
290612,5,8,5,8,3,1,1,9,0,7
290634,4,3,7,6,3,1,1,3,0,8
290635,5,4,8,6,1,1,1,5,0,10
290644,1,2,1,4,1,1,1,2,0,4
290672,5,5,2,8,2,1,1,5,0,4
290681,1,1,8,2,3,1,1,1,0,4
290693,8,9,1,7,5,1,1,9,0,6
290695,8,5,8,3,3,1,1,5,0,3
290702,9,4,9,3,2,1,1,4,0,2
290703,8,1,5,1,5,1,1,1,0,1
290711,5,4,1,4,1,1,1,5,0,9
290713,8,6,5,8,3,1,1,6,0,9
290727,3,6,3,3,1,1,1,5,0,10
290730,4,4,7,2,4,1,1,4,0,10
290734,5,1,1,1,3,1,1,1,0,5
290745,1,4,9,4,2,1,1,4,0,7
290746,1,7,7,9,5,1,1,7,0,2
290751,1,9,8,9,3,1,1,10,0,2
290758,10,9,8,10,4,1,1,9,0,9
290766,1,8,9,10,3,1,1,8,0,5
290784,5,2,5,3,3,1,1,4,0,2
290786,7,7,9,4,6,1,1,7,0,9
290813,1,2,1,2,4,1,1,2,0,8
290849,3,5,5,4,2,1,1,6,0,5
290852,10,9,9,8,3,1,1,9,0,2
290881,5,2,1,4,1,1,1,3,0,9
290884,8,10,9,9,4,1,1,10,0,10
290885,5,9,7,10,3,1,1,10,0,5
290889,10,8,7,7,3,1,1,9,0,1
290911,7,5,6,7,3,1,1,5,0,1
290913,9,6,1,10,3,1,1,5,0,10
290923,8,2,7,4,3,1,1,2,0,10
290926,10,8,10,8,4,1,1,8,0,4
290936,5,10,5,7,3,1,2,9,0,7
290941,2,7,6,7,6,1,1,7,0,7
290945,2,7,7,3,2,1,1,6,0,1
290955,9,1,8,2,3,1,1,1,0,10
290961,5,5,4,4,3,1,1,5,0,5
